label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.760606050491333,0.5706920027732849,-5.125158963892318e-07,0.6953592300415039,0.5528451204299927,-0.020230252295732498,0.6420680284500122,0.4965374171733856,-0.028100332245230675,0.6264532208442688,0.43086913228034973,-0.03643925115466118,0.631614089012146,0.37484434247016907,-0.04095109552145004,0.6738572120666504,0.4095260202884674,0.003584136487916112,0.6582707166671753,0.38645583391189575,-0.024473566561937332,0.6719962954521179,0.43880796432495117,-0.04325394332408905,0.6843870282173157,0.48473984003067017,-0.05155088007450104,0.710746705532074,0.39670369029045105,0.002383902668952942,0.689433753490448,0.3745220899581909,-0.0294162780046463,0.7010294198989868,0.4422563910484314,-0.041272617876529694,0.7110943794250488,0.49433016777038574,-0.04083136469125748,0.7470642924308777,0.39433911442756653,-0.004421403631567955,0.7264990210533142,0.37752610445022583,-0.03826645016670227,0.7305476665496826,0.44852501153945923,-0.03527645021677017,0.7333614230155945,0.5010571479797363,-0.022902000695466995,0.7830246686935425,0.40346553921699524,-0.01295408047735691,0.7621395587921143,0.3953058123588562,-0.036883484572172165,0.7566371560096741,0.44740694761276245,-0.032749760895967484,0.7532743215560913,0.48656490445137024,-0.022329159080982208
A,0.7706515789031982,0.7802106142044067,-1.0177712965742103e-06,0.6555425524711609,0.7242019772529602,-0.03268150985240936,0.5724387168884277,0.5892223715782166,-0.04330099746584892,0.5474041700363159,0.4600105881690979,-0.0565551221370697,0.5386057496070862,0.3566853702068329,-0.060382917523384094,0.633260190486908,0.4516271948814392,0.013734971173107624,0.6087750196456909,0.3622148633003235,-0.04188394546508789,0.627665102481842,0.4758564829826355,-0.0706813782453537,0.6488116383552551,0.5435785055160522,-0.08078699558973312,0.7012240290641785,0.4383625388145447,0.00738627091050148,0.6720333695411682,0.3508482873439789,-0.046550873667001724,0.6828847527503967,0.48866915702819824,-0.05513080954551697,0.700984537601471,0.5344269275665283,-0.04593765363097191,0.7705097198486328,0.44578567147254944,-0.011267636902630329,0.7426797151565552,0.35700759291648865,-0.06552886217832565,0.7410262823104858,0.49102896451950073,-0.042373426258563995,0.7527682781219482,0.5376287698745728,-0.011090952903032303,0.8437811136245728,0.4687567353248596,-0.03400937840342522,0.8119891285896301,0.4054996073246002,-0.06385216861963272,0.7957371473312378,0.4983671307563782,-0.0429169237613678,0.7989732027053833,0.5375207662582397,-0.01793418824672699
A,0.8072360157966614,0.5855487585067749,-5.943575160927139e-07,0.7286944389343262,0.5602908730506897,-0.02478606626391411,0.6686714291572571,0.4911171495914459,-0.034700892865657806,0.6504123210906982,0.4129655063152313,-0.04514560103416443,0.6476066708564758,0.3449936509132385,-0.051036227494478226,0.7094268202781677,0.3874673545360565,0.0043553137220442295,0.6892726421356201,0.35518473386764526,-0.029746396467089653,0.7031500935554504,0.41727516055107117,-0.053308259695768356,0.7180305123329163,0.470287024974823,-0.0643281415104866,0.7526788711547852,0.3738667964935303,0.0027238037437200546,0.7250611186027527,0.34353864192962646,-0.034160908311605453,0.7356876134872437,0.42160239815711975,-0.04870576038956642,0.7479906678199768,0.48073694109916687,-0.049471091479063034,0.7953450679779053,0.3745238482952118,-0.005876582115888596,0.7668944597244263,0.3508622646331787,-0.044714123010635376,0.76930171251297,0.43252313137054443,-0.04163000360131264,0.7734683752059937,0.4913494884967804,-0.028585001826286316,0.8392563462257385,0.3888828158378601,-0.016822393983602524,0.8110835552215576,0.38319891691207886,-0.04558375105261803,0.802616536617279,0.4438335597515106,-0.042406801134347916,0.7990850806236267,0.48740506172180176,-0.03197447583079338
A,0.6037547588348389,0.6875098943710327,-8.898455803318939e-07,0.47112414240837097,0.6456717252731323,-0.06735949218273163,0.360973596572876,0.5315666198730469,-0.10061914473772049,0.32184791564941406,0.3936339020729065,-0.12770621478557587,0.3221104145050049,0.2654404640197754,-0.14372754096984863,0.41054296493530273,0.3315529227256775,-0.04227643832564354,0.395865261554718,0.2843260169029236,-0.11276934295892715,0.42642921209335327,0.4016014635562897,-0.1514025181531906,0.4492231011390686,0.503292977809906,-0.16763657331466675,0.4924585223197937,0.3055609464645386,-0.037902262061834335,0.4701814651489258,0.25060904026031494,-0.1253097653388977,0.4893009066581726,0.4083954393863678,-0.15240764617919922,0.5035423040390015,0.5320398807525635,-0.14997199177742004,0.5731692314147949,0.30624884366989136,-0.04515180364251137,0.5607475638389587,0.2686026096343994,-0.13196691870689392,0.5599073171615601,0.42712873220443726,-0.1265190988779068,0.5525684952735901,0.5484885573387146,-0.09924901276826859,0.6509972214698792,0.3313063979148865,-0.05745356157422066,0.6413596868515015,0.31784382462501526,-0.12146750837564468,0.623214840888977,0.4330942928791046,-0.1176414042711258,0.5994172096252441,0.5216489434242249,-0.09760298579931259
A,0.1899193972349167,0.5433058142662048,-3.265398902385641e-07,0.25409671664237976,0.5224423408508301,-0.03009759820997715,0.31276291608810425,0.44459614157676697,-0.04026223346590996,0.3318238854408264,0.3633289933204651,-0.04756968468427658,0.3202035129070282,0.2932097911834717,-0.05128016695380211,0.2784937024116516,0.33896738290786743,-0.014638464897871017,0.2909523844718933,0.32628101110458374,-0.051444027572870255,0.27621832489967346,0.39691856503486633,-0.07203193008899689,0.26408839225769043,0.4505144953727722,-0.07821188867092133,0.2328493893146515,0.327332079410553,-0.010880939662456512,0.2498655915260315,0.30503061413764954,-0.048914939165115356,0.2415786236524582,0.39072778820991516,-0.05768125504255295,0.23575592041015625,0.4498479962348938,-0.05259373039007187,0.18794146180152893,0.33182987570762634,-0.013094720430672169,0.2015099674463272,0.3202040195465088,-0.05164557322859764,0.20570889115333557,0.4058714210987091,-0.04492899775505066,0.20770037174224854,0.4581822156906128,-0.028585130348801613,0.14386937022209167,0.3496057391166687,-0.01744503527879715,0.1618146300315857,0.34440967440605164,-0.04521796852350235,0.17250224947929382,0.4096929430961609,-0.039446551352739334,0.17802931368350983,0.4471251666545868,-0.026044677942991257
A,0.8228883743286133,0.538389265537262,-5.475883426697692e-07,0.743967592716217,0.5307712554931641,-0.02613004483282566,0.679512619972229,0.46556368470191956,-0.03259973227977753,0.651664137840271,0.38331741094589233,-0.03760456666350365,0.6508386731147766,0.3184218108654022,-0.034804511815309525,0.7088372707366943,0.368198424577713,0.0016943096416071057,0.6902041435241699,0.3341047167778015,-0.025476885959506035,0.7115280032157898,0.40204158425331116,-0.03528783470392227,0.7196400761604309,0.3970298171043396,-0.04065074399113655,0.754018247127533,0.3527536690235138,0.0029010572470724583,0.7304903864860535,0.3209410309791565,-0.028360579162836075,0.7444795370101929,0.40355750918388367,-0.02938115783035755,0.7509710192680359,0.38918936252593994,-0.023027855902910233,0.7975455522537231,0.34852004051208496,-0.0031368653289973736,0.7768779397010803,0.31544581055641174,-0.03597096726298332,0.7834326028823853,0.39574912190437317,-0.02028893306851387,0.7916736006736755,0.38623636960983276,-0.002065913984552026,0.8417800068855286,0.3462509512901306,-0.011919751763343811,0.8237314820289612,0.3304179310798645,-0.027148181572556496,0.8208171129226685,0.3886696994304657,-0.015199476853013039,0.8277511596679688,0.3886283338069916,-0.002519934205338359
A,0.7564287185668945,0.6007977724075317,-4.044493948640593e-07,0.6985390782356262,0.5833339095115662,-0.029961876571178436,0.6477438807487488,0.5323244333267212,-0.044556353241205215,0.6287342309951782,0.47072306275367737,-0.0563860759139061,0.6363165974617004,0.4147641062736511,-0.06331688165664673,0.6709773540496826,0.4384633004665375,-0.015528514049947262,0.6667901873588562,0.4120565354824066,-0.04554253816604614,0.6810829043388367,0.46419718861579895,-0.06227540969848633,0.6907107830047607,0.5109422206878662,-0.06912033259868622,0.7092903256416321,0.4242847263813019,-0.013110999949276447,0.7019264101982117,0.3938634395599365,-0.05016652122139931,0.7114949822425842,0.46791785955429077,-0.061583954840898514,0.7164303064346313,0.5254675149917603,-0.059358350932598114,0.7467716336250305,0.4232387840747833,-0.01579917222261429,0.7430336475372314,0.4070827066898346,-0.054591719061136246,0.7435452342033386,0.4813483953475952,-0.05201059952378273,0.7390773296356201,0.5357669591903687,-0.03874267265200615,0.7828399538993835,0.4349548816680908,-0.020452506840229034,0.7791658043861389,0.4253394305706024,-0.048622649163007736,0.7741528153419495,0.48049190640449524,-0.04530952870845795,0.765727698802948,0.521207332611084,-0.03462950885295868
A,0.7302818298339844,0.5995426177978516,-4.521344578733988e-07,0.6690457463264465,0.5828454494476318,-0.027779869735240936,0.6150982975959778,0.5307239890098572,-0.04096635431051254,0.595897376537323,0.46717455983161926,-0.052128247916698456,0.6039536595344543,0.41085654497146606,-0.05838431045413017,0.6417200565338135,0.4352179765701294,-0.012803436256945133,0.6319559812545776,0.41373658180236816,-0.04363170638680458,0.6470876336097717,0.4675642251968384,-0.060758862644433975,0.6575536727905273,0.5139753818511963,-0.06775104254484177,0.6805513501167297,0.4183255434036255,-0.011829984374344349,0.6642106175422668,0.3954354524612427,-0.04859142377972603,0.6753329038619995,0.46735015511512756,-0.05965021625161171,0.6832682490348816,0.5219264626502991,-0.05758609622716904,0.7193778157234192,0.41583073139190674,-0.016191251575946808,0.7055138945579529,0.4086753726005554,-0.05445932596921921,0.7087450623512268,0.48337453603744507,-0.05076654255390167,0.7078871726989746,0.5368078351020813,-0.03712395206093788,0.7571392059326172,0.4264489412307739,-0.022619865834712982,0.7443756461143494,0.4256943464279175,-0.04971412941813469,0.7390131950378418,0.48054346442222595,-0.04581291601061821,0.7321885228157043,0.5195475816726685,-0.03507469967007637
A,0.721027672290802,0.607996940612793,-5.192632670514286e-07,0.6598813533782959,0.58647221326828,-0.02626444213092327,0.6059749126434326,0.5316452980041504,-0.038280781358480453,0.5866843461990356,0.4683038890361786,-0.048654038459062576,0.59560227394104,0.4123416543006897,-0.05404496192932129,0.6408147215843201,0.42737311124801636,-0.007111230865120888,0.6221814155578613,0.4179770052433014,-0.035798534750938416,0.6368713974952698,0.47363558411598206,-0.05286162346601486,0.6480993628501892,0.5217052698135376,-0.060212086886167526,0.6793002486228943,0.41050225496292114,-0.006098501849919558,0.6547499299049377,0.4056898355484009,-0.039000023156404495,0.6651323437690735,0.47712385654449463,-0.050078488886356354,0.6726978421211243,0.5308624505996704,-0.04929162934422493,0.7174098491668701,0.41017457842826843,-0.010638012550771236,0.6930366158485413,0.4188936650753021,-0.04554605484008789,0.6947000026702881,0.48987433314323425,-0.04303400591015816,0.693933367729187,0.5406444072723389,-0.03155677020549774,0.7537965178489685,0.4248192310333252,-0.01747330278158188,0.731476366519928,0.4378681778907776,-0.04322701320052147,0.7255024909973145,0.4916124641895294,-0.04078473895788193,0.7206121683120728,0.5287350416183472,-0.03164384141564369
A,0.7353066205978394,0.697403609752655,-4.813427949557081e-07,0.6850334405899048,0.6850324869155884,-0.026771387085318565,0.636184573173523,0.6531326770782471,-0.041815776377916336,0.6131018400192261,0.6112625002861023,-0.05469945818185806,0.6191315054893494,0.5652772784233093,-0.06280749291181564,0.6486760377883911,0.5291110873222351,-0.010366218164563179,0.6452656984329224,0.5537745952606201,-0.04064326360821724,0.6593287587165833,0.6045420169830322,-0.06143070012331009,0.6686086654663086,0.636763870716095,-0.07161720097064972,0.6848005056381226,0.5083931684494019,-0.009257967583835125,0.6780837178230286,0.5433446168899536,-0.03945070877671242,0.6877185702323914,0.6070256233215332,-0.0512702614068985,0.6937995553016663,0.6388052701950073,-0.05228138342499733,0.7223397493362427,0.508073091506958,-0.01328737661242485,0.715671718120575,0.5503812432289124,-0.041914258152246475,0.7185306549072266,0.6083800196647644,-0.03839793801307678,0.7190418839454651,0.6313446760177612,-0.028220366686582565,0.7573212385177612,0.5216332674026489,-0.020215503871440887,0.7516402006149292,0.548014223575592,-0.036282673478126526,0.7517672777175903,0.5866588950157166,-0.030383845791220665,0.7516441941261292,0.5992225408554077,-0.020306788384914398
